общая (м²),жилая (м²),кухня (м²),этаж,потолки (м),год постройки (год),Расстояние до метро (мин),Стоимость (рубли),Тип квартиры,отделка,Санузел,Лоджия,Вид из окон во двор,Интернет,Мебель,Мебель на кухне,Стиральная машина,Холодильник,Посудомойка,Можно с детьми,застройщик,Индивидуальный проект,тип здания,число подъездов,Лифт,Мусоропровод,Открытая парковка,число квартир,Центральное отопление,Без животных,Без детей,Охрана/консьерж,Вид из окон на улицу,Телевизор,Закрытая территория,Балкон,Можно с животными,Несколько санузлов,реконструкция,Кондиционер,Закрытая парковка,Автономное отопление,Подземная парковка,Встроенная техника,Вид из окон во двор и на улицу,На полу паркет,Телефон,Сигнализация,На полу ламинат,Две лоджии,Два балкона,URL,Станция метро
0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,URL,0
15,0,0,0.7142857142857143,3,2023,5,45000,0.5,0,0,0,0,0,0,0,0,0,0,0,0.0,1,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/7483653093541040385/;,Пушкинская
18,16,0,0.16666666666666666,3,1847,7,34000,0.5,3,2,0,0,1,1,1,1,1,0,0,0.0,1,3,8,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/2201589903890158592/;,Лиговский Проспект
49,17,20,0.3333333333333333,3,1957,4,60000,2.0,2,2,0,1,1,1,1,1,1,0,0,0.0,1,3,11,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/4524363316076230401/;,Фрунзенская
75,60,15,0.8,3,1967,8,75000,2.0,3,2,0,0,1,1,1,1,1,1,1,0.0,1,3,3,0,0,1,42,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/3803810120460584193/;,Горьковская
25,0,0,0.6,"2,7",2021,8,45000,0.5,3,2,0,0,1,1,1,1,1,0,0,11.0,1,5,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/2084570221859311361/;,Фрунзенская
60,36,8,0.5454545454545454,0,2002,4,27000,2.0,1,1,0,0,0,0,0,0,0,0,0,0.0,1,2,2,1,1,1,79,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,https://realty.ya.ru/offer/166576944006478337/;,Удельная
"53,7",35,8,0.2,3,1959,10,46000,2.0,1,1,0,1,1,1,1,1,1,0,1,0.0,1,3,5,0,0,1,75,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/8584740935569362433/;,Кировский завод
28,20,0,0.7619047619047619,"2,7",2017,8,39000,0.5,2,2,0,1,1,1,1,1,1,1,0,1.0,1,5,0,1,1,1,315,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/1929099359300183552/;,Звёздная
81,0,0,0.6666666666666666,0,1912,10,109000,2.0,3,2,0,1,1,1,0,1,1,1,0,0.0,1,3,0,0,0,1,10,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/835643179216677634/;,Технологический институт
16,10,0,0.3333333333333333,"3,5",1953,6,29000,0.5,3,2,0,1,1,1,1,1,1,0,0,0.0,1,3,2,0,1,1,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/5288133447122409984/;,Василеостровская
77,48,15,0.4,3,1939,9,58000,3.0,2,2,0,1,1,1,1,1,1,1,1,0.0,1,3,5,1,0,1,54,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/3700800170025542144/;,Новочеркасская
21,0,0,1.0,3,1885,4,33000,0.5,2,2,0,1,1,1,1,1,1,0,0,0.0,0,3,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/4107243385624975617/;,Лиговский Проспект
29,17,0,0.875,"2,75",2014,7,35000,0.5,2,2,0,0,1,1,1,1,1,0,1,16.0,1,5,0,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/437339528806095105/;,Проспект Просвещения
23,20,0,0.5555555555555556,"2,5",2023,4,42000,0.5,0,0,0,0,1,1,1,1,1,0,1,26.0,1,5,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,https://realty.ya.ru/offer/5227616976259142192/;,Бухарестская
38,18,10,1.0,"2,65",1977,10,40000,1.0,1,1,1,0,1,1,1,1,1,0,1,0.0,0,2,0,1,1,1,132,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/1033350872896048129/;,Приморская
20,15,0,0.5,"3,5",1900,9,30000,0.5,2,2,0,1,1,1,1,1,1,0,0,0.0,1,3,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/8637679096880080641/;,Нарвская
17,16,0,0.25,3,1853,7,34000,0.5,0,0,0,0,0,0,0,0,0,0,0,0.0,1,3,5,0,0,1,30,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/6881825219608369152/;,Лиговский Проспект
20,18,0,0.4,"3,5",1877,3,45000,0.5,3,2,0,0,1,1,1,1,1,0,0,0.0,1,3,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/8432853366279532033/;,Звенигородская
198,148,24,0.45454545454545453,0,0,10,650000,5.0,3,2,0,0,1,1,1,1,1,1,1,1.0,0,5,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,https://realty.ya.ru/offer/6989123673018679769/;,Чернышевская
24,0,0,0.2692307692307692,"2,74",0,8,40000,0.5,0,0,0,0,1,1,1,1,1,0,0,8.0,1,0,6,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/1276518223898129920/;,Фрунзенская
25,0,0,0.125,"2,74",0,8,40000,0.5,2,2,1,0,1,1,0,1,1,0,0,8.0,1,0,6,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/5711526830739035738/;,Фрунзенская
136,40,10,0.5,3,1845,12,250000,3.0,3,0,0,0,1,1,0,1,1,1,1,0.0,1,3,5,1,0,1,52,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/7667178065530141517/;,Невский проспект
44,16,18,0.6666666666666666,"2,75",2016,9,57000,1.0,2,2,0,1,1,1,1,1,1,1,0,11.0,1,4,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/3048211646050024449/;,Фрунзенская
12,0,0,0.25,0,1896,7,37000,0.5,1,2,0,1,1,1,0,1,1,0,1,0.0,1,3,4,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/6040123109464608009/;,Лиговский Проспект
130,75,13,0.2,0,1916,6,249990,5.0,3,2,0,0,1,1,1,1,1,1,0,0.0,1,3,4,1,0,1,22,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/6989123673050145707/;,Чернышевская
59,30,8,0.6666666666666666,"2,7",1979,9,40000,2.0,1,1,0,1,1,1,1,1,1,0,0,0.0,1,3,1,1,1,1,110,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,https://realty.ya.ru/offer/4552011051600830976/;,Улица Дыбенко
54,36,9,0.9285714285714286,"2,65",1976,10,50000,2.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2,0,1,1,1,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/922100434493729793/;,Приморская
30,22,8,0.3333333333333333,24,1972,2,40000,1.0,3,1,0,1,1,1,1,1,1,0,0,0.0,1,2,8,1,1,1,287,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/4332887129197158656/;,Проспект Славы
16,12,0,0.3333333333333333,"2,5",2023,4,34000,0.5,0,0,0,0,1,1,1,0,1,0,1,26.0,1,5,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,https://realty.ya.ru/offer/5227616976259112182/;,Бухарестская
25,21,0,0.2777777777777778,"2,7",2019,4,42000,0.5,3,2,0,1,1,1,1,1,1,0,1,26.0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/7548006723365845760/;,Бухарестская
12,10,0,0.6666666666666666,"3,1",1871,6,26800,0.5,3,2,0,1,1,1,1,1,1,0,0,0.0,1,3,2,0,0,1,8,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/6505967315568691200/;,Площадь Восстания
369,245,35,1.0,"4,5",1910,6,1000000,5.0,3,0,0,0,1,1,0,1,1,0,1,0.0,1,3,21,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,https://realty.ya.ru/offer/8299957676892568580/;,Петроградская
42,20,10,0.2,"3,5",1899,4,45000,1.0,2,2,0,1,1,1,1,1,1,0,0,0.0,1,3,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/8022917892896307201/;,Достоевская
56,35,10,0.6,3,1890,5,56000,2.0,2,0,0,0,1,1,1,1,1,0,1,0.0,1,3,5,1,0,1,66,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/4471907011170194462/;,Фрунзенская
19,0,0,0.2,0,1916,9,35000,0.5,3,2,0,0,0,0,0,0,0,0,0,0.0,1,3,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/4628782999801021440/;,Горьковская
26,15,0,0.8,0,2020,8,66660,0.5,3,2,0,1,1,1,1,1,1,1,1,16.0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/1505849395037472256/;,Лиговский Проспект
71,0,0,0.5555555555555556,"2,5",1975,8,60000,3.0,2,1,0,1,0,1,1,1,0,0,0,0.0,0,2,8,1,1,1,435,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/718077144779833344/;,Приморская
20,0,0,0.05263157894736842,0,2023,7,36000,1.0,2,2,0,1,1,1,1,0,1,0,0,17.0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/6928095996352956416/;,Московские ворота
30,19,0,0.2413793103448276,"2,7",2022,5,40000,0.5,2,2,0,1,0,0,0,0,0,0,0,12.0,1,5,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/531765900422433280/;,Купчино
22,18,0,0.5714285714285714,"2,5",2023,8,58000,0.5,0,0,0,0,1,1,1,1,1,0,1,0.0,0,5,0,1,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,https://realty.ya.ru/offer/6304137956848771251/;,Лиговский Проспект
23,0,0,0.6,"3,3",1833,5,36000,0.5,3,2,0,0,0,0,0,0,0,0,1,0.0,1,3,4,0,0,1,29,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/4628782999801913286/;,Сенная Площадь
62,0,0,1.0,0,1875,7,65000,2.0,1,1,0,1,0,1,0,1,1,0,1,0.0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/3175336020386560347/;,Балтийская
47,35,6,1.0,"2,8",2008,8,52000,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,9,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/6330279923504153052/;,Гражданский проспект
27,18,0,0.6,"3,5",2021,6,47000,0.5,3,2,0,0,1,1,1,1,1,0,0,2.0,1,3,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,https://realty.ya.ru/offer/5226793084419317408/;,Пушкинская
30,22,8,0.3333333333333333,"2,6",1972,2,45000,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,2,8,1,1,1,287,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/6330279923504339552/;,Проспект Славы
38,18,9,0.4,"2,7",1995,10,45000,1.0,2,1,0,1,1,1,1,1,1,0,1,0.0,0,2,3,1,1,1,116,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/7846338558364553728/;,Проспект Большевиков
14,8,0,0.16666666666666666,"3,5",1953,6,26000,0.5,3,2,0,1,1,1,1,1,1,0,0,0.0,0,3,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/18426352567202048/;,Василеостровская
25,0,0,0.75,0,1756,5,44000,0.5,3,2,0,1,1,1,1,1,1,1,1,0.0,1,3,0,0,0,1,36,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/5009560047755448065/;,Сенная Площадь
16,12,0,0.3333333333333333,"2,5",2023,4,34000,0.5,0,0,0,0,1,1,1,0,1,0,1,26.0,1,5,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,https://realty.ya.ru/offer/6225526135977337523/;,Бухарестская
40,0,0,0.2222222222222222,3,2019,9,86000,2.0,3,1,1,1,1,1,1,1,1,1,1,11.0,1,4,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/1659416545269388289/;,Площадь Восстания
50,"40,3","4,7",0.8333333333333334,"2,8",1899,6,90000,2.0,3,2,0,1,1,1,1,1,1,1,0,0.0,1,3,6,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/390625256862500353/;,Чкаловская
60,0,14,0.36363636363636365,0,0,6,79000,2.0,2,1,1,0,1,1,1,1,1,1,0,17.0,1,0,0,1,1,0,241,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/1866168802349417217/;,Московские ворота
25,15,0,0.88,"2,75",2011,9,25000,0.5,1,2,0,0,1,1,1,1,1,0,0,0.0,1,5,9,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/3937197972320466689/;,Дунайская
12,11,0,1.0,"2,5",2020,8,26000,0.5,1,0,0,0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/9031952845141231104/;,Площадь Восстания
36,20,8,0.6666666666666666,"2,5",1974,9,30000,1.0,1,0,0,0,1,1,1,1,1,0,1,0.0,1,3,1,1,1,1,97,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/4471907011169510268/;,Академическая
29,16,7,0.8888888888888888,"2,6",1972,8,30000,1.0,1,1,0,0,1,1,1,1,1,0,1,0.0,1,2,8,1,1,1,287,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,https://realty.ya.ru/offer/7980782498463222785/;,Проспект Славы
17,0,0,0.2,"3,08",1906,7,27990,0.5,2,2,0,0,1,1,0,1,1,0,0,0.0,1,0,0,0,0,1,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/5025424824741970945/;,Площадь Александра Невского
380,265,38,0.8,"3,3",1910,6,400000,7.0,3,0,0,0,1,1,0,1,1,1,1,0.0,1,3,21,1,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,https://realty.ya.ru/offer/8299957650117013512/;,Петроградская
23,18,0,0.4375,"2,6",2024,5,65000,0.5,3,2,0,0,1,1,1,1,1,0,1,11.0,0,5,0,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/4074351191125290496/;,Московские ворота
67,35,15,0.3684210526315789,0,0,9,135900,2.0,2,2,1,0,0,0,0,0,0,1,0,8.0,0,3,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/6989123672997536715/;,Фрунзенская
87,0,0,0.6,0,1902,8,93000,3.0,1,2,0,0,0,1,0,1,1,1,1,0.0,1,3,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/7191010299047292640/;,Спортивная
"26,5",0,0,0.3125,"2,65",2012,9,29000,0.5,2,2,0,1,1,1,1,1,1,0,0,8.0,1,3,3,1,1,1,300,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/7902043283435978240/;,Гражданский проспект
35,0,0,0.5454545454545454,"2,7",2023,6,71500,1.0,2,2,1,1,1,1,0,1,1,0,1,5.0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/5978136791433141131/;,Лиговский Проспект
82,45,20,0.2,"2,74",0,8,80000,3.0,3,1,1,0,1,1,1,1,1,0,0,8.0,1,3,6,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/5203055392665109159/;,Фрунзенская
"34,6",15,9,0.75,"2,5",1985,4,35000,1.0,1,0,0,0,1,1,1,1,1,0,0,0.0,1,5,21,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/4471907011169512095/;,Приморская
23,0,0,0.8095238095238095,"2,75",2016,8,26000,0.5,2,2,1,0,1,1,1,1,1,0,0,5.0,1,0,4,1,1,1,1128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/5145891335106146816/;,Девяткино
"75,8",25,"24,1",0.42857142857142855,3,1913,7,110000,2.0,3,2,0,1,1,1,0,1,1,1,1,0.0,1,3,0,1,0,1,94,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/8299957562253078633/;,Лиговский Проспект
27,0,0,0.625,3,2022,4,48000,0.5,2,2,1,1,1,1,1,1,1,0,0,8.0,1,4,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/6973717003452563456/;,Фрунзенская
37,0,0,0.5,0,0,9,70000,1.0,3,2,0,0,1,1,0,1,1,1,0,0.0,1,0,0,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/3459739460038386064/;,Балтийская
"22,2",0,0,0.3333333333333333,"3,2",1913,8,49500,0.5,3,2,0,0,1,1,1,1,1,0,0,0.0,1,3,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/2997502802019043072/;,Василеостровская
23,20,0,0.4444444444444444,"2,5",2023,4,42000,0.5,0,0,0,0,1,1,1,1,1,0,1,26.0,1,5,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,https://realty.ya.ru/offer/5227616976259142194/;,Бухарестская
29,20,0,0.29411764705882354,"2,7",2009,8,33000,0.5,1,2,0,1,1,1,0,1,1,0,0,0.0,1,4,3,1,1,1,640,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/4309358180335719847/;,Звёздная
30,0,0,0.25,"2,75",2021,6,64000,0.5,3,2,0,0,1,1,1,1,1,1,0,1.0,1,5,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/7881758211789313793/;,Площадь Александра Невского
15,8,0,0.2,"2,9",1914,10,28000,0.5,3,2,0,1,1,1,1,1,1,0,0,0.0,1,3,1,0,0,1,18,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/4075577365869940224/;,Площадь Восстания
45,34,7,0.5714285714285714,"2,8",2010,9,69990,1.0,2,2,0,0,1,1,1,1,1,0,0,1.0,1,4,0,1,0,1,207,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/5203055392665169641/;,Фрунзенская
"43,4","27,7","5,8",1.0,"2,5",1960,7,49999,2.0,1,1,0,0,1,1,1,1,1,0,1,0.0,1,3,0,1,0,1,100,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/1742244876214742272/;,Фрунзенская
21,0,0,0.25,0,1882,4,24990,0.5,2,2,0,1,1,1,1,1,1,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/159751193381280769/;,Лиговский Проспект
75,0,0,0.8,3,1852,3,80000,3.0,1,2,0,1,1,1,1,1,1,0,1,0.0,1,3,4,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/5225139113168378112/;,Площадь Восстания
54,0,0,0.2,0,1933,10,42000,2.0,1,2,0,0,1,1,0,1,1,1,1,0.0,1,3,4,0,0,1,50,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/2543208378372225830/;,Елизаровская
45,35,10,1.0,3,1878,4,58000,1.0,3,2,0,0,1,1,1,1,1,1,0,0.0,1,3,4,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,https://realty.ya.ru/offer/3354411248631529728/;,Маяковская
48,32,6,0.4,"2,55",1965,9,32000,2.0,1,1,0,0,1,1,1,1,1,0,1,0.0,0,2,7,0,0,1,139,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/4391432504057840641/;,Звёздная
60,41,9,0.4444444444444444,"2,5",1971,9,37000,3.0,1,1,0,1,0,1,1,1,1,0,1,0.0,0,3,8,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/5995408594680729856/;,Международная
50,30,9,0.7777777777777778,"2,6",1972,9,35000,2.0,0,0,0,0,0,1,1,1,1,0,1,0.0,1,2,12,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/1566516736039786497/;,Проспект Большевиков
34,0,0,0.46153846153846156,"2,65",1987,10,32000,1.0,1,1,1,1,1,1,0,1,1,0,1,0.0,0,2,4,1,1,1,319,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/1988770635854287606/;,Озерки
98,57,23,0.8333333333333334,"4,1",1904,2,165900,3.0,3,2,1,0,1,1,1,1,1,1,0,0.0,1,3,6,1,0,1,52,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,https://realty.ya.ru/offer/6989123672998571773/;,Чернышевская
75,50,15,0.75,0,1849,8,80000,2.0,3,2,0,0,1,0,0,1,1,1,1,0.0,1,3,6,0,0,1,53,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/6989123672995806117/;,Маяковская
71,40,12,0.5,3,1890,6,97000,3.0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,3,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/2076534929661199361/;,Владимирская
86,55,16,0.5,3,2015,6,85000,3.0,0,0,0,0,0,0,0,0,0,0,0,4.0,1,5,12,0,1,1,757,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/174470283411755520/;,Фрунзенская
17,15,0,0.8571428571428571,0,1917,10,40000,0.5,0,0,0,0,0,0,0,0,0,0,0,0.0,1,3,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/2279179350382553856/;,Василеостровская
20,16,0,0.25,"3,2",1860,10,29000,0.5,3,1,0,1,1,1,1,1,1,0,0,0.0,1,3,12,1,0,1,52,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/982103983260570881/;,Чернышевская
"113,2","79,1",15,1.0,"3,05",1911,8,110000,5.0,1,1,0,0,1,1,0,1,1,1,1,0.0,1,3,2,0,0,1,16,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/4130626334621995502/;,Петроградская
77,45,16,0.8,3,1824,4,105000,2.0,3,2,0,0,1,1,1,1,1,1,0,0.0,1,3,5,1,0,1,34,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,https://realty.ya.ru/offer/5203055392665050506/;,Невский проспект
